BMTC2,Blue_Mountain,Thu Jul 10 16:00:00 PDT 2003,1.79,10.00
QURC2,Quincy_Res,Thu Jul 10 16:00:00 PDT 2003,0.63,230.00
DHPC2,Diamond_Hill,Thu Jul 10 16:00:00 PDT 2003,1.92,6.00
EBBC2,Elbert,Thu Jul 10 16:00:00 PDT 2003,2.82,26.00
BHNC2,Brighton,Thu Jul 10 16:00:00 PDT 2003,0.80,354.00
SQWC2,Squaw_Mountain,Thu Jul 10 16:00:00 PDT 2003,3.17,26.00
HGCC2,Hiwan_G.C.,Thu Jul 10 16:00:00 PDT 2003,1.79,69.00
HIGC2,Highlands_Ranch_WTP,Thu Jul 10 16:00:00 PDT 2003,0.67,34.00
SAPC2,Salisbury_Park,Thu Jul 10 16:00:00 PDT 2003,2.01,73.00
COKC2,Castle_Rock,Thu Jul 10 16:00:00 PDT 2003,1.74,34.00
WRDC2,Ward_C-1,Thu Jul 10 16:00:00 PDT 2003,0.72,45.00
SFSC2,Sugarloaf,Thu Jul 10 16:00:00 PDT 2003,3.00,107.00
LEWC2,Louisville_Lake,Thu Jul 10 16:00:00 PDT 2003,1.25,22.00
CALC2,Cal-Wood_Ranch,Thu Jul 10 16:00:00 PDT 2003,1.65,68.00
BTRC2,Button_Rock,Thu Jul 10 16:00:00 PDT 2003,1.56,112.00
QUIF1,Quincy                                 FAWN,Thu Jul 10 16:00:00 PDT 2003,2.81,164.50
CARF1,Carrabelle                             FAWN,Thu Jul 10 16:00:00 PDT 2003,2.31,216.70
LIOF1,Live Oak                               FAWN,Thu Jul 10 16:00:00 PDT 2003,3.11,232.40
MACF1,Macclenny                              FAWN,Thu Jul 10 16:00:00 PDT 2003,1.03,187.30
BRZF1,Bronson                                FAWN,Thu Jul 10 16:00:00 PDT 2003,1.71,139.90
TRAF1,Citra                                  FAWN,Thu Jul 10 16:00:00 PDT 2003,0.89,263.20
ALHF1,Alachua                                FAWN,Thu Jul 10 16:00:00 PDT 2003,1.88,204.10
CKHF1,Ocklawaha                              FAWN,Thu Jul 10 16:00:00 PDT 2003,0.78,286.89
EPRF1,Pierson                                FAWN,Thu Jul 10 16:00:00 PDT 2003,1.16,124.80
VRSF1,Tavares                                FAWN,Thu Jul 10 16:00:00 PDT 2003,2.00,283.80
UMLF1,Umatilla                               FAWN,Thu Jul 10 16:00:00 PDT 2003,1.69,210.80
KHPF1,Okahumpka                              FAWN,Thu Jul 10 16:00:00 PDT 2003,1.25,320.70
VLNF1,Avalon                                 FAWN,Thu Jul 10 16:00:00 PDT 2003,0.91,145.90
KSLF1,Brooksville                            FAWN,Thu Jul 10 16:00:00 PDT 2003,1.66,226.30
POPF1,Apopka                                 FAWN,Thu Jul 10 16:00:00 PDT 2003,1.10,184.70
KALF1,Lake Alfred                            FAWN,Thu Jul 10 16:00:00 PDT 2003,1.73,105.10
KENF1,Kenansville                            FAWN,Thu Jul 10 16:00:00 PDT 2003,2.74,115.90
DNTF1,Bradenton                              FAWN,Thu Jul 10 16:00:00 PDT 2003,1.53,314.89
NNAF1,Ona                                    FAWN,Thu Jul 10 16:00:00 PDT 2003,2.59,103.00
FDLF1,Fort Lauderdale                        FAWN,Thu Jul 10 16:00:00 PDT 2003,3.14,127.40
PCEF1,Fort Pierce                            FAWN,Thu Jul 10 16:00:00 PDT 2003,3.64,124.50
STDF1,Homestead                              FAWN,Thu Jul 10 16:00:00 PDT 2003,3.71,105.60
IMKF1,Immokalee                              FAWN,Thu Jul 10 16:00:00 PDT 2003,2.03,53.71
PALF1,Palmdale                               FAWN,Thu Jul 10 16:00:00 PDT 2003,1.49,85.30
SEBF1,Sebring                                FAWN,Thu Jul 10 16:00:00 PDT 2003,2.23,132.30
H0003,Black River Electric   Fredericktown MO,Thu Jul 10 16:00:00 PDT 2003,3.13,330.00
H0344,BlueStar Systems       Milford      OH,Thu Jul 10 16:00:00 PDT 2003,0.00,40.00
H0364,BoltAssociates         Beltsville    MD,Thu Jul 10 16:01:00 PDT 2003,0.00,10.00
H0457,Corte Madera CA,Thu Jul 10 16:01:00 PDT 2003,2.24,100.00
H0010,Mac Weather            Charlottetown PE,Thu Jul 10 16:00:00 PDT 2003,0.00,240.00
H0012,Crowley TX WX Page     Crowley       TX,Thu Jul 10 16:01:00 PDT 2003,1.34,190.00
H0017,Olathe        KS,Thu Jul 10 16:01:00 PDT 2003,2.24,0.00
H0020,Gilbert       AZ,Thu Jul 10 16:01:00 PDT 2003,0.89,70.00
H0500,Gilroy	     CA,Thu Jul 10 16:01:00 PDT 2003,3.13,10.00
H0021,St Catharines ON,Thu Jul 10 16:02:00 PDT 2003,0.00,140.00
H0461,Westford     MA,Thu Jul 10 16:03:00 PDT 2003,0.00,320.00
H0029,Affton        MO,Thu Jul 10 16:01:00 PDT 2003,0.45,0.00
H0299,KALB Studios           Alexandria    LA,Thu Jul 10 16:00:00 PDT 2003,0.45,250.00
H0182,Apache Juncti AZ,Thu Jul 10 16:01:00 PDT 2003,1.34,290.00
H0462,Chandler     AZ,Thu Jul 10 16:00:00 PDT 2003,0.00,290.00
H0163,Aspen Trails Subdiv. WX Flagstaff    AZ,Thu Jul 10 16:03:00 PDT 2003,1.34,10.00
H0322,Phoenix       AZ,Thu Jul 10 16:02:00 PDT 2003,2.68,280.00
H0489,Pagosa Springs CO,Thu Jul 10 16:00:00 PDT 2003,0.89,270.00
H0031,Rainbow City  AL,Thu Jul 10 16:00:00 PDT 2003,0.00,250.00
H0032,Hendersonvill TN,Thu Jul 10 16:00:00 PDT 2003,1.34,280.00
H0143,Alta          CA,Thu Jul 10 16:00:00 PDT 2003,1.34,360.00
H0498,Balboa	     CA,Thu Jul 10 16:00:00 PDT 2003,1.79,250.00
H0339,Williams Worship       Bellflower    CA,Thu Jul 10 16:00:00 PDT 2003,1.79,250.00
H0464,Citrus Heights CA,Thu Jul 10 16:00:00 PDT 2003,2.24,200.00
H0300,Cloverdale    CA,Thu Jul 10 16:03:00 PDT 2003,3.58,90.00
H0450,Dublin       CA,Thu Jul 10 16:05:00 PDT 2003,1.34,100.00
H0294,Rancho San Diego       El Cajon      CA,Thu Jul 10 16:00:00 PDT 2003,2.68,200.00
H0560,El Dorado Hills	Dartboard Wx CA,Thu Jul 10 16:01:00 PDT 2003,3.13,280.00
H0232,Emerald Hills          Redwood City  CA,Thu Jul 10 16:02:00 PDT 2003,1.79,350.00
H0346,California Hills       Folsom        CA,Thu Jul 10 16:01:00 PDT 2003,3.13,260.00
H0561,Grass Valley			     CA,Thu Jul 10 16:00:00 PDT 2003,0.00,0.00
H0562,Grizzly Flats			     CA,Thu Jul 10 16:04:00 PDT 2003,0.00,160.00
H0333,Cathouse Backyard WX   Lakeside      CA,Thu Jul 10 16:01:00 PDT 2003,2.24,230.00
H0158,Lancaster     CA,Thu Jul 10 16:01:00 PDT 2003,3.58,300.00
H0284,Audette Associates     Nevada City   CA,Thu Jul 10 16:02:00 PDT 2003,1.34,320.00
H0465,Occidental   CA,Thu Jul 10 16:02:00 PDT 2003,1.79,310.00
H0345,Palmdale      CA,Thu Jul 10 16:02:00 PDT 2003,4.47,240.00
H0564,Rohnert Park			     CA,Thu Jul 10 16:00:00 PDT 2003,1.79,210.00
H0164,San Luis Obis CA,Thu Jul 10 16:00:00 PDT 2003,8.05,310.00
H0259,Pickles Central        San Rafael    CA,Thu Jul 10 16:00:00 PDT 2003,0.89,320.00
H0442,Whittier     CA,Thu Jul 10 16:00:00 PDT 2003,2.24,200.00
H0566,Crestone			     CO,Thu Jul 10 16:02:00 PDT 2003,1.79,140.00
H0185,On the Mesa            Meeker        CO,Thu Jul 10 16:01:00 PDT 2003,1.34,100.00
H0305,Cozmos Weather Watch   Pueblo        CO,Thu Jul 10 16:01:00 PDT 2003,1.34,100.00
H0325,Summit County CO,Thu Jul 10 16:00:00 PDT 2003,1.34,10.00
H0189,Canterbury    CT,Thu Jul 10 16:02:00 PDT 2003,0.00,110.00
H0350,Barn Hill              Monroe        CT,Thu Jul 10 16:00:00 PDT 2003,1.79,90.00
H0035,Bristol, VA WX Station Bristol       VA,Thu Jul 10 16:01:00 PDT 2003,1.34,270.00
H0036,Dunstable     MA,Thu Jul 10 16:00:00 PDT 2003,0.00,120.00
H0224,Boynton Beach FL,Thu Jul 10 16:00:00 PDT 2003,0.89,130.00
H0351,Port St. John Weather  Cocoa         FL,Thu Jul 10 16:01:00 PDT 2003,0.00,240.00
H0295,Lake Mary     FL,Thu Jul 10 16:02:00 PDT 2003,1.34,130.00
H0240,Santa Rosa Sound       Navarre       FL,Thu Jul 10 16:02:00 PDT 2003,4.92,250.00
H0312,Satellite Bea FL,Thu Jul 10 16:01:00 PDT 2003,4.92,100.00
H0315,Memory Makers, Inc.    Sebastian     FL,Thu Jul 10 16:03:00 PDT 2003,1.34,160.00
